title,description,image_url,room_type,local_path
04 - Traditional Ranch Remodel Master Bathroom Double Vanity,"Felix Sanchez (www.felixsanchez.com) Inspiration for a huge timeless master mosaic tile, beige tile and gray tile dark wood floor, brown floor and double-sink claw-foot bathtub remodel in Houston with an undermount sink, white cabinets, blue walls, marble countertops, white countertops, recessed-panel cabinets and a built-in vanity",https://st.hzcdn.com/fimgs/0801e0b104933e4c_9620-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01884.jpg
Traditional Primary Bathroom Lone Tree,"For a classic bathroom remodel we recommend choosing a neutral color scheme for a more classic feel. With tile specifically, selecting grays and whites for your color scheme lends itself to a traditional look. With regard to shape, look for classics like subway or hexagonal to keep it timeless",https://st.hzcdn.com/fimgs/1dd1b97b05567b36_7616-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01885.jpg
"Seaside Living: Corona del Mar, California","“Dramatic” and “no detail spared” are two ways to describe this stunning home in Corona del Mar. Located on an oversized bluff side lot with views of Newport Harbor, Catalina, and the Pacific Ocean, the contemporary dwelling is the work of Brandon Architects Inc. and Spinnaker Development. Door and window systems from Western are used throughout, especially the Series 600 Multi-Slide, where it’s used to enhance features such as indoor/outdoor living areas and a guest casita that opens to a courtyard.

Photos by Jeri Koegel.",https://st.hzcdn.com/fimgs/6f1131f203553b30_9324-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01886.jpg
Anaheim Hills,"Inspiration for a small cottage 3/4 black and white tile and ceramic tile cement tile floor, multicolored floor and single-sink corner shower remodel in Orange County with medium tone wood cabinets, a one-piece toilet, beige walls, an undermount sink, marble countertops, a hinged shower door, white countertops, a freestanding vanity and flat-panel cabinets",https://st.hzcdn.com/fimgs/ac4192a80f1cc880_0529-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01887.jpg
"Elegant Transitional Bathroom Remodel in Huntington Beach, Orange County","Revival Contractors proudly presents this elegant transitional bathroom remodel in Huntington Beach, CA — a perfect balance of coastal sophistication and timeless design. 

The custom double vanity features soft gray shaker-style cabinetry with matte black hardware, paired with a pristine white quartz countertop that enhances the room’s natural light and creates a bright, airy feel.
Brushed gold faucets and modern vertical sconces introduce a touch of warmth and luxury, complementing the sleek finishes and refined detailing throughout the space. The frameless glass shower enclosure and neutral color palette evoke a spa-like atmosphere, while the layered lighting and premium tile work bring depth, comfort, and understated elegance.

This Huntington Beach bathroom renovation showcases Revival Contractors’ expertise in high-end remodeling, precision craftsmanship, and modern coastal design — transforming everyday bathrooms into sophisticated retreats tailored to Southern California living.",https://st.hzcdn.com/fimgs/e541dc6908ee840f_1842-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01888.jpg
SW Portland Custom Home,"Kuda Photography Mountain style master pebble tile floor bathroom photo in Portland with white cabinets, wood countertops and gray walls",https://st.hzcdn.com/fimgs/01014e1f068064fc_0051-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01889.jpg
The Miller Drive Project,"Transitional master multicolored floor bathroom photo in Los Angeles with shaker cabinets, black cabinets, white walls, an undermount sink and gray countertops",https://st.hzcdn.com/fimgs/a921a9da0c376f10_6885-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01890.jpg
Westlake Hills,"All Filters Style Contemporary Modern Traditional Mid-Century Modern Farmhouse Transitional Industrial Scandinavian Rustic Coastal Eclectic Southwestern Tropical Craftsman Asian Victorian Mediterranean French Country Shabby-Chic Style Color Red ( 4,127 ) Orange ( 11,537 ) Wood Tones ( 10,654 ) Yellow ( 8,735 ) Green ( 25,099 ) Turquoise ( 18,932 ) Blue ( 17,734 ) Violet ( 1,505 ) Pink ( 1,215 ) Black ( 49,614 ) Gray ( 207,800 ) White ( 369,668 ) Beige ( 183,157 ) Brown ( 347,164 ) Size Compact ( 73,682 ) Medium ( 255,821 ) Large ( 166,891 ) Expansive ( 17,297 ) Vanity Color Beige ( 13,438 ) Black ( 20,448 ) Blue ( 16,564 ) Brown ( 27,961 ) Distressed ( 6,533 ) Gray ( 55,968 ) Green ( 4,982 ) Orange ( 237 ) Purple ( 279 ) Red ( 635 ) Turquoise ( 765 ) White ( 159,017 ) Yellow ( 619 ) Light Wood ( 33,761 ) Dark Wood ( 85,614 ) Medium Wood ( 68,951 ) Pink ( 138 ) All Cabinet Finishes ( 495,939 ) Shower Type All Showers ( 430,104 ) Alcove ( 130,236 ) Corner ( 103,393 ) Shower/bathtub Combination ( 61,396 ) Open ( 55,810 ) Curbless ( 40,258 ) Double ( 25,582 ) Wet Room ( 12,995 ) Shower Enclosure Curtain ( 27,421 ) Hinged Door ( 176,235 ) Open ( 49,602 ) Sliding Door ( 30,012 ) Bathtub Freestanding ( 136,355 ) Drop-in ( 60,086 ) Three Wall Alcove ( 57,951 ) Undermount ( 13,895 ) Corner ( 13,834 ) Claw-foot ( 12,447 ) Hot Tub ( 3,691 ) Japanese ( 2,010 ) Wall Tile Color White ( 156,822 ) Gray ( 100,990 ) Beige ( 94,423 ) Multi ( 34,972 ) Brown ( 21,827 ) Blue ( 18,048 ) Black & White ( 11,170 ) Green ( 9,543 ) Black ( 9,088 ) Yellow ( 1,395 ) Pink ( 859 ) Orange ( 541 ) Red ( 516 ) Turquoise ( 202 ) Wall Color Beige ( 111,381 ) Black ( 3,351 ) Blue ( 40,714 ) Brown ( 10,457 ) Gray ( 126,619 ) Green ( 18,354 ) Multi ( 9,525 ) Orange ( 1,671 ) Pink ( 2,328 ) Purple ( 2,998 ) Red ( 1,134 ) White ( 151,316 ) Yellow ( 6,459 ) Counter Color White ( 145,479 ) Gray ( 32,861 ) Beige ( 18,914 ) Black ( 11,060 ) Brown ( 6,524 ) Blue ( 1,244 ) Green ( 1,172 ) Yellow ( 835 ) Pink ( 139 ) Orange ( 105 ) Counter Material Engineered Quartz ( 151,641 ) Granite ( 91,255 ) Marble ( 85,551 ) Quartzite ( 46,369 ) Solid Surface ( 32,722 ) Wood ( 9,469 ) Laminate ( 5,449 ) Concrete ( 4,592 ) Tile ( 3,921 ) Glass ( 3,026 ) Soapstone ( 2,607 ) Onyx ( 2,379 ) Terrazzo ( 496 ) Stainless Steel ( 267 ) Copper ( 146 ) Sink Undermount ( 309,349 ) Vessel ( 49,620 ) Drop-in ( 45,832 ) Integrated ( 35,832 ) Pedestal ( 12,328 ) Wall-mount ( 7,916 ) Console ( 6,914 ) Trough ( 5,560 ) Vanity Door Style All Cabinet Styles ( 463,193 ) Flat-panel ( 140,387 ) Shaker ( 128,166 ) Recessed-panel ( 73,313 ) Raised-panel ( 56,527 ) Furniture-like ( 35,270 ) Beaded Inset ( 16,428 ) Open ( 8,069 ) Glass-front ( 2,880 ) Louvered ( 1,943 ) Wall Tile Material All Wall Tile ( 402,266 ) Porcelain Tile ( 122,215 ) Ceramic Tile ( 113,659 ) Stone Tile ( 36,856 ) Subway Tile ( 34,190 ) Marble ( 30,536 ) Mosaic Tile ( 18,120 ) Glass Tile ( 17,323 ) Stone Slab ( 7,457 ) Cement Tile ( 5,672 ) Travertine ( 2,999 ) Matchstick Tile ( 2,826 ) Pebble Tile ( 2,556 ) Glass Sheet ( 2,036 ) Limestone ( 1,773 ) Slate ( 1,096 ) Wood-look Tile ( 1,030 ) Terra-cotta Tile ( 939 ) Metal ( 386 ) Mirror ( 342 ) Floor Material Porcelain Tile ( 168,735 ) Ceramic Tile ( 115,318 ) Marble ( 58,378 ) Mosaic Tile ( 18,272 ) Travertine ( 13,989 ) Vinyl ( 11,694 ) Medium Hardwood ( 11,679 ) Light Hardwood ( 9,240 ) Cement Tile ( 8,391 ) Dark Hardwood ( 8,078 ) Limestone ( 7,278 ) Slate ( 6,760 ) Concrete ( 6,083 ) Pebble Tile ( 4,328 ) Laminate ( 3,687 ) Wood-look Tile ( 1,960 ) Terra-cotta Tile ( 1,872 ) Linoleum ( 1,633 ) Terrazzo ( 1,074 ) Painted Wood ( 458 ) Brick ( 355 ) Cork ( 266 ) Bamboo ( 246 ) Floor Color Beige ( 60,014 ) Black ( 15,871 ) Blue ( 4,073 ) Brown ( 35,698 ) Gray ( 96,353 ) Green ( 1,426 ) Multi ( 26,621 ) Orange ( 440 ) Pink ( 300 ) Red ( 392 ) Turquoise ( 275 ) White ( 60,513 ) Yellow ( 614 ) Type 3/4 Bath ( 84,274 ) Kids ( 39,730 ) Master Bath ( 367,076 ) Sauna ( 2,774 ) Toilet All Toilets ( 310,648 ) Two-piece ( 154,642 ) One-piece ( 132,738 ) Wall-mount ( 13,156 ) Bidet ( 9,317 ) Urinal ( 320 ) Vanity Type Built In ( 83,711 ) Floating ( 28,885 ) Freestanding ( 33,651 ) Number of Sinks Single ( 65,838 ) Double ( 85,815 ) Features Laundry ( 1,761 ) Niche ( 37,568 ) Shower Bench ( 26,959 ) Toilet Room ( 13,963 ) Ceiling Design All Ceiling Designs ( 16,882 ) Coffered ( 1,312 ) Exposed Beam ( 1,562 ) Shiplap ( 877 ) Tray ( 1,766 ) Vaulted ( 8,955 ) Wallpaper ( 869 ) Wood ( 1,275 ) Wall Treatment All Wall Treatments ( 20,918 ) Brick ( 744 ) Paneling ( 1,977 ) Shiplap ( 3,108 ) Wainscoting ( 4,174 ) Wallpaper ( 7,691 ) Wood ( 1,324 ) White Gray Beige Black Brown Blue Green Yellow Pink Orange Engineered Quartz Granite Marble Quartzite Solid Surface Wood Laminate Concrete Tile Glass Soapstone Onyx Terrazzo Stainless Steel Copper Undermount Vessel Drop-in Integrated Pedestal Wall-mount Console Trough All Cabinet Styles Flat-panel Shaker Recessed-panel Raised-panel Furniture-like Beaded Inset Open Glass-front Louvered All Wall Tile Porcelain Tile Ceramic Tile Stone Tile Subway Tile Marble Mosaic Tile Glass Tile Stone Slab Cement Tile Travertine Matchstick Tile Pebble Tile Glass Sheet Limestone Slate Wood-look Tile Terra-cotta Tile Metal Mirror Porcelain Tile Ceramic Tile Marble Mosaic Tile Travertine Vinyl Medium Hardwood Light Hardwood Cement Tile Dark Hardwood Limestone Slate Concrete Pebble Tile Laminate Wood-look Tile Terra-cotta Tile Linoleum Terrazzo Painted Wood Brick Cork Bamboo Beige Black Blue Brown Gray Green Multi Orange Pink Red Turquoise White Yellow 3/4 Bath Kids Master Bath Sauna All Toilets Two-piece One-piece Wall-mount Bidet Urinal $ $$ $$$ $$$$ Built In Floating Freestanding Single Double Laundry Niche Shower Bench Toilet Room All Ceiling Designs Coffered Exposed Beam Shiplap Tray Vaulted Wallpaper Wood All Wall Treatments Brick Paneling Shiplap Wainscoting Wallpaper Wood Refine by: Budget $ ( 13,146 ) $$ ( 123,714 ) $$$ ( 177,540 ) $$$$ ( 49,470 ) Sort by : Popular Today Popular Today Latest Activity All Time Popular Newly Featured 1821 - 1880 of 1,513,601 photos Master Bath Modern Transitional Traditional Contemporary Shower/bathtub Combination Farmhouse White Mid-Century Modern Blue Previous Next Item 1 of 10",https://st.hzcdn.com/fimgs/c10105a707f8256e_2747-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01891.jpg
Barn Remodel,"Photography by Andrew Pogue Mid-sized transitional 3/4 white tile and ceramic tile mosaic tile floor and gray floor alcove shower photo in Denver with flat-panel cabinets, dark wood cabinets, gray walls, an undermount sink, quartz countertops, a hinged shower door, a two-piece toilet and white countertops",https://st.hzcdn.com/fimgs/aab10cd407a26a0f_4548-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01892.jpg
Bungalow Bathroom,"Hex tile floors, new tile shower, frameless glass shower doors, new painted cabinetry, granite countertop and plumbing fixtures really make this small space attractive, functional and is a major improvement over the previous version.",https://st.hzcdn.com/fimgs/3fc1824807f65e77_8247-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01893.jpg
Modern Farmhouse,"A farmhouse style was achieved in this new construction home by keeping the details clean and simple. Shaker style cabinets and square stair parts moldings set the backdrop for incorporating our clients’ love of Asian antiques. We had fun re-purposing the different pieces she already had: two were made into bathroom vanities; and the turquoise console became the star of the house, welcoming visitors as they walk through the front door.",https://st.hzcdn.com/fimgs/c4e19c450506ff3a_6284-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01894.jpg
Dallas | Vanderbilt | Guest Bath,"Guest bathroom remodel in Dallas, TX by Kitchen Design Concepts. 

This Girl's Bath features cabinetry by WW Woods Eclipse with a square flat panel door style, maple construction, and a finish of Arctic paint with a Slate Highlight / Brushed finish. Hand towel holder, towel bar and toilet tissue holder from Kohler Bancroft Collection in polished chrome. Heated mirror over vanity with interior storage and lighting. Tile -- Renaissance 2x2 Hex White tile, Matte finish in a straight lay; Daltile Rittenhouse Square Cove 3x6 Tile K101 White as base mold throughout; Arizona Tile H-Line Series 3x6 Denim Glossy in a brick lay up the wall, window casing and built-in niche and matching curb and bullnose pieces. Countertop -- 3 cm Caesarstone Frosty Carina. Vanity sink -- Toto Undercounter Lavatory with SanaGloss Cotton. Vanity faucet-- Widespread faucet with White ceramic lever handles. Tub filler - Kohler Devonshire non-diverter bath spout polished chrome. Shower control – Kohler Bancroft valve trim with white ceramic lever handles. Hand Shower & Slider Bar - one multifunction handshower with Slide Bar.  Commode - Toto  Maris Wall-Hung Dual-Flush Toilet Cotton w/ Rectangular Push Plate Dual Button White.

Photos by Unique Exposure Photography",https://st.hzcdn.com/fimgs/92f19a1704931454_9826-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01895.jpg
Beachy Alameda Master and Hall Bathroom Remodels,"Staff Inspiration for a small coastal 3/4 gray tile and porcelain tile porcelain tile bathroom remodel in San Francisco with an undermount sink, flat-panel cabinets, dark wood cabinets, solid surface countertops, a wall-mount toilet and gray walls",https://st.hzcdn.com/fimgs/3cd1322805e48449_1862-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01896.jpg
Upper West Side Residence,"Marco Ricca Small transitional 3/4 beige tile and marble tile black floor and ceramic tile bathroom photo in Denver with open cabinets, black cabinets, a one-piece toilet, beige walls, an undermount sink, a hinged shower door and granite countertops",https://st.hzcdn.com/fimgs/59e1dc4a0967e34b_3962-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01897.jpg
Welcoming view of the Walk In Shower,"Feast your eyes on this stunning master bathroom remodel in Encinitas. Project was completely customized to homeowner's specifications. His and Hers floating beech wood vanities with quartz counters, include a drop down make up vanity on Her side. Custom recessed solid maple medicine cabinets behind each mirror. Both vanities feature large rimmed vessel sinks and polished chrome faucets. The spacious 2 person shower showcases a custom pebble mosaic puddle at the entrance, 3D wave tile walls and hand painted Moroccan fish scale tile accenting the bench and oversized shampoo niches.  Each end of the shower is outfitted with it's own set of shower head and valve, as well as a hand shower with slide bar. Also of note are polished chrome towel warmer and radiant under floor heating system.",https://st.hzcdn.com/fimgs/86c1aa7d0c8b0945_2776-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01898.jpg
Raleigh Modern Farm Bath Renovation,"Bob Fortner Photography Inspiration for a mid-sized farmhouse master white tile and ceramic tile porcelain tile and brown floor bathroom remodel in Raleigh with recessed-panel cabinets, white cabinets, a two-piece toilet, white walls, an undermount sink, marble countertops, a hinged shower door and white countertops",https://st.hzcdn.com/fimgs/b9e1fddd0cd74d00_0028-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01899.jpg
Organic Southwest,"An Organic Southwestern master bathroom with slate and snail shower.
Architect: Urban Design Associates, Lee Hutchison
Interior Designer: Bess Jones Interiors
Builder: R-Net Custom Homes
Photography: Dino Tonn",https://st.hzcdn.com/fimgs/4231dfdb02fa4f55_6894-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01900.jpg
Spanish Bohemian in South Pasadena,"This classic Spanish home in South Pasadena was decorated to reflect the homeowners bohemian style, vintage collections, and subtle art deco features in the architecture. Highlights include a hand-painted ceiling mural, custom cat covers on sofa, and a vintage record player. Photos by Erika Bierman www.erikabiermanphotography.com",https://st.hzcdn.com/fimgs/1731840e03591ffc_8940-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01901.jpg
Ladera Serene Ensuite,"Complete bathroom remodel. this project was taken down to the studs. Custom design painted vanity with white oak spa tower which incorporates a styling tools drawer, shallow makeup drawers and plenty of functional storage.",https://st.hzcdn.com/fimgs/94d174db0672158f_2657-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01902.jpg
Post Modern Bungalo,"Bathroom - small mid-century modern blue tile terrazzo floor and single-sink bathroom idea in San Diego with flat-panel cabinets, blue cabinets, an undermount sink, quartzite countertops, white countertops and a built-in vanity",https://st.hzcdn.com/fimgs/e241608f01d4d7c2_6523-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01903.jpg
Young & Cool Guest Bathroom,"Bathroom is right off the bedroom of this clients college aged daughter. Inspiration for a small scandinavian kids' gray tile and porcelain tile porcelain tile, beige floor and single-sink bathroom remodel in Orlando with shaker cabinets, blue cabinets, a two-piece toilet, white walls, an undermount sink, quartz countertops, gray countertops, a niche and a built-in vanity",https://st.hzcdn.com/fimgs/897193f702212a0f_4399-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01904.jpg
Beautiful 1900’s Master Bath Transformation,"All Filters Style Contemporary Modern Traditional Mid-Century Modern Farmhouse Transitional Industrial Scandinavian Rustic Coastal Eclectic Southwestern Tropical Craftsman Asian Victorian Mediterranean French Country Shabby-Chic Style Color Red ( 4,127 ) Orange ( 11,537 ) Wood Tones ( 10,654 ) Yellow ( 8,735 ) Green ( 25,099 ) Turquoise ( 18,932 ) Blue ( 17,734 ) Violet ( 1,505 ) Pink ( 1,215 ) Black ( 49,614 ) Gray ( 207,800 ) White ( 369,668 ) Beige ( 183,157 ) Brown ( 347,164 ) Size Compact ( 73,682 ) Medium ( 255,821 ) Large ( 166,891 ) Expansive ( 17,297 ) Vanity Color Beige ( 13,438 ) Black ( 20,448 ) Blue ( 16,564 ) Brown ( 27,961 ) Distressed ( 6,533 ) Gray ( 55,968 ) Green ( 4,982 ) Orange ( 237 ) Purple ( 279 ) Red ( 635 ) Turquoise ( 765 ) White ( 159,017 ) Yellow ( 619 ) Light Wood ( 33,761 ) Dark Wood ( 85,614 ) Medium Wood ( 68,951 ) Pink ( 138 ) All Cabinet Finishes ( 495,939 ) Shower Type All Showers ( 430,104 ) Alcove ( 130,236 ) Corner ( 103,393 ) Shower/bathtub Combination ( 61,396 ) Open ( 55,810 ) Curbless ( 40,258 ) Double ( 25,582 ) Wet Room ( 12,995 ) Shower Enclosure Curtain ( 27,421 ) Hinged Door ( 176,235 ) Open ( 49,602 ) Sliding Door ( 30,012 ) Bathtub Freestanding ( 136,355 ) Drop-in ( 60,086 ) Three Wall Alcove ( 57,951 ) Undermount ( 13,895 ) Corner ( 13,834 ) Claw-foot ( 12,447 ) Hot Tub ( 3,691 ) Japanese ( 2,010 ) Wall Tile Color White ( 156,822 ) Gray ( 100,990 ) Beige ( 94,423 ) Multi ( 34,972 ) Brown ( 21,827 ) Blue ( 18,048 ) Black & White ( 11,170 ) Green ( 9,543 ) Black ( 9,088 ) Yellow ( 1,395 ) Pink ( 859 ) Orange ( 541 ) Red ( 516 ) Turquoise ( 202 ) Wall Color Beige ( 111,381 ) Black ( 3,351 ) Blue ( 40,714 ) Brown ( 10,457 ) Gray ( 126,619 ) Green ( 18,354 ) Multi ( 9,525 ) Orange ( 1,671 ) Pink ( 2,328 ) Purple ( 2,998 ) Red ( 1,134 ) White ( 151,316 ) Yellow ( 6,459 ) Counter Color White ( 145,479 ) Gray ( 32,861 ) Beige ( 18,914 ) Black ( 11,060 ) Brown ( 6,524 ) Blue ( 1,244 ) Green ( 1,172 ) Yellow ( 835 ) Pink ( 139 ) Orange ( 105 ) Counter Material Engineered Quartz ( 151,641 ) Granite ( 91,255 ) Marble ( 85,551 ) Quartzite ( 46,369 ) Solid Surface ( 32,722 ) Wood ( 9,469 ) Laminate ( 5,449 ) Concrete ( 4,592 ) Tile ( 3,921 ) Glass ( 3,026 ) Soapstone ( 2,607 ) Onyx ( 2,379 ) Terrazzo ( 496 ) Stainless Steel ( 267 ) Copper ( 146 ) Sink Undermount ( 309,349 ) Vessel ( 49,620 ) Drop-in ( 45,832 ) Integrated ( 35,832 ) Pedestal ( 12,328 ) Wall-mount ( 7,916 ) Console ( 6,914 ) Trough ( 5,560 ) Vanity Door Style All Cabinet Styles ( 463,193 ) Flat-panel ( 140,387 ) Shaker ( 128,166 ) Recessed-panel ( 73,313 ) Raised-panel ( 56,527 ) Furniture-like ( 35,270 ) Beaded Inset ( 16,428 ) Open ( 8,069 ) Glass-front ( 2,880 ) Louvered ( 1,943 ) Wall Tile Material All Wall Tile ( 402,266 ) Porcelain Tile ( 122,215 ) Ceramic Tile ( 113,659 ) Stone Tile ( 36,856 ) Subway Tile ( 34,190 ) Marble ( 30,536 ) Mosaic Tile ( 18,120 ) Glass Tile ( 17,323 ) Stone Slab ( 7,457 ) Cement Tile ( 5,672 ) Travertine ( 2,999 ) Matchstick Tile ( 2,826 ) Pebble Tile ( 2,556 ) Glass Sheet ( 2,036 ) Limestone ( 1,773 ) Slate ( 1,096 ) Wood-look Tile ( 1,030 ) Terra-cotta Tile ( 939 ) Metal ( 386 ) Mirror ( 342 ) Floor Material Porcelain Tile ( 168,735 ) Ceramic Tile ( 115,318 ) Marble ( 58,378 ) Mosaic Tile ( 18,272 ) Travertine ( 13,989 ) Vinyl ( 11,694 ) Medium Hardwood ( 11,679 ) Light Hardwood ( 9,240 ) Cement Tile ( 8,391 ) Dark Hardwood ( 8,078 ) Limestone ( 7,278 ) Slate ( 6,760 ) Concrete ( 6,083 ) Pebble Tile ( 4,328 ) Laminate ( 3,687 ) Wood-look Tile ( 1,960 ) Terra-cotta Tile ( 1,872 ) Linoleum ( 1,633 ) Terrazzo ( 1,074 ) Painted Wood ( 458 ) Brick ( 355 ) Cork ( 266 ) Bamboo ( 246 ) Floor Color Beige ( 60,014 ) Black ( 15,871 ) Blue ( 4,073 ) Brown ( 35,698 ) Gray ( 96,353 ) Green ( 1,426 ) Multi ( 26,621 ) Orange ( 440 ) Pink ( 300 ) Red ( 392 ) Turquoise ( 275 ) White ( 60,513 ) Yellow ( 614 ) Type 3/4 Bath ( 84,274 ) Kids ( 39,730 ) Master Bath ( 367,076 ) Sauna ( 2,774 ) Toilet All Toilets ( 310,648 ) Two-piece ( 154,642 ) One-piece ( 132,738 ) Wall-mount ( 13,156 ) Bidet ( 9,317 ) Urinal ( 320 ) Vanity Type Built In ( 83,711 ) Floating ( 28,885 ) Freestanding ( 33,651 ) Number of Sinks Single ( 65,838 ) Double ( 85,815 ) Features Laundry ( 1,761 ) Niche ( 37,568 ) Shower Bench ( 26,959 ) Toilet Room ( 13,963 ) Ceiling Design All Ceiling Designs ( 16,882 ) Coffered ( 1,312 ) Exposed Beam ( 1,562 ) Shiplap ( 877 ) Tray ( 1,766 ) Vaulted ( 8,955 ) Wallpaper ( 869 ) Wood ( 1,275 ) Wall Treatment All Wall Treatments ( 20,918 ) Brick ( 744 ) Paneling ( 1,977 ) Shiplap ( 3,108 ) Wainscoting ( 4,174 ) Wallpaper ( 7,691 ) Wood ( 1,324 ) White Gray Beige Black Brown Blue Green Yellow Pink Orange Engineered Quartz Granite Marble Quartzite Solid Surface Wood Laminate Concrete Tile Glass Soapstone Onyx Terrazzo Stainless Steel Copper Undermount Vessel Drop-in Integrated Pedestal Wall-mount Console Trough All Cabinet Styles Flat-panel Shaker Recessed-panel Raised-panel Furniture-like Beaded Inset Open Glass-front Louvered All Wall Tile Porcelain Tile Ceramic Tile Stone Tile Subway Tile Marble Mosaic Tile Glass Tile Stone Slab Cement Tile Travertine Matchstick Tile Pebble Tile Glass Sheet Limestone Slate Wood-look Tile Terra-cotta Tile Metal Mirror Porcelain Tile Ceramic Tile Marble Mosaic Tile Travertine Vinyl Medium Hardwood Light Hardwood Cement Tile Dark Hardwood Limestone Slate Concrete Pebble Tile Laminate Wood-look Tile Terra-cotta Tile Linoleum Terrazzo Painted Wood Brick Cork Bamboo Beige Black Blue Brown Gray Green Multi Orange Pink Red Turquoise White Yellow 3/4 Bath Kids Master Bath Sauna All Toilets Two-piece One-piece Wall-mount Bidet Urinal $ $$ $$$ $$$$ Built In Floating Freestanding Single Double Laundry Niche Shower Bench Toilet Room All Ceiling Designs Coffered Exposed Beam Shiplap Tray Vaulted Wallpaper Wood All Wall Treatments Brick Paneling Shiplap Wainscoting Wallpaper Wood Refine by: Budget $ ( 13,146 ) $$ ( 123,714 ) $$$ ( 177,540 ) $$$$ ( 49,470 ) Sort by : Popular Today Popular Today Latest Activity All Time Popular Newly Featured 1841 - 1900 of 1,513,601 photos Master Bath Modern Transitional Traditional Contemporary Shower/bathtub Combination Farmhouse White Mid-Century Modern Blue Previous Next Item 1 of 10",https://st.hzcdn.com/fimgs/6bf1df5b0091d2ec_1574-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01905.jpg
Fun Mid Century Bathroom,"Mid century modern bathroom. Calm Bathroom vibes. Bold but understated. Black fixtures. Freestanding vanity. 
Bold flooring. Example of a 1950s blue tile and porcelain tile porcelain tile, multicolored floor and single-sink bathroom design in Salt Lake City with flat-panel cabinets, light wood cabinets, a one-piece toilet, an undermount sink, quartz countertops, white countertops, a niche and a freestanding vanity",https://st.hzcdn.com/fimgs/3c5193ee00653f3f_0839-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01906.jpg
Timeless Master Bathroom,"Bathroom - large contemporary master marble floor and black floor bathroom idea in Seattle with recessed-panel cabinets, dark wood cabinets, gray walls, an undermount sink, quartz countertops and white countertops",https://st.hzcdn.com/fimgs/e211658009f61302_5391-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01907.jpg
Master Bathroom Renovation,"Chris Little Photography Inspiration for a contemporary bathroom remodel in Atlanta with open cabinets, dark wood cabinets, beige walls and a niche",https://st.hzcdn.com/fimgs/c0f1880b02e98264_9339-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01908.jpg
MId Century Modern Remodel Addition,"Casey Dunn Photography Mid-sized trendy master ceramic tile freestanding bathtub photo in Austin with white walls, an undermount sink, solid surface countertops, medium tone wood cabinets, white countertops and flat-panel cabinets",https://st.hzcdn.com/fimgs/e921050307167c3e_5155-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01909.jpg
Showhouse at Cavitt Ranch,Photographer Kat Alves Bathroom - large transitional master white tile and mosaic tile marble floor bathroom idea in Sacramento with white walls,https://st.hzcdn.com/fimgs/b2a10c4c04af1f49_6536-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01910.jpg
Roswell Speak Easy Basement,"Alcove shower - small contemporary 3/4 white tile and subway tile porcelain tile, white floor and single-sink alcove shower idea in Atlanta with shaker cabinets, dark wood cabinets, an undermount sink, marble countertops, a hinged shower door, a niche and a freestanding vanity",https://st.hzcdn.com/fimgs/0181ec4d01b34c36_3764-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01911.jpg
Master Bathroom,"The wood paneling in this Master Bathroom brings a comforting ambiance to the freestanding tub. Inspiration for a farmhouse master gray floor and slate floor freestanding bathtub remodel in San Francisco with open cabinets, white cabinets, white walls, an undermount sink and marble countertops",https://st.hzcdn.com/fimgs/fe21eee20953ccfc_4400-w360-h360-b0-p0--.jpg,bathroom,images/bathroom/bathroom_01912.jpg
