local_path,description,room_type,wc,caption,tokens
images/home-office/home-office_03465.jpg,freestanding desk beige floor and travertine floor study room with beige walls,home-office,12,freestanding desk beige floor and travertine floor study room with beige walls,"[1, 1498, 1021, 345, 1440, 137, 3858, 1440, 3607, 3160, 4147, 345, 4048, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bedroom/bedroom_02824.jpg,Nick Glimenakis Bedroom - master medium tone wood floor bedroom with gray walls,bedroom,13,nick glimenakis bedroom master medium tone wood floor bedroom with gray walls,"[1, 2541, 3, 337, 2324, 2365, 3809, 4154, 1440, 337, 4147, 1629, 4048, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bathroom/bathroom_01514.jpg,"Ben Benschneider white tile and mosaic tile bathroom with an undermount sink, flat-panel cabinets and light wood cabinets",bathroom,18,ben benschneider white tile and mosaic tile bathroom with an undermount sink flat panel cabinets and light wood cabinets,"[1, 353, 360, 4120, 3782, 137, 2457, 3782, 310, 4147, 133, 3912, 3386, 1429, 2699, 536, 137, 2167, 4154, 536, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bedroom/bedroom_02703.jpg,Blake Woolwine Bedroom - guest bedroom with gray walls and no fireplace,bedroom,12,blake woolwine bedroom guest bedroom with gray walls and no fireplace,"[1, 393, 4160, 337, 1656, 337, 4147, 1629, 4048, 137, 2550, 1407, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bedroom/bedroom_03102.jpg,"Elegant dark wood floor, brown floor and wallpaper bedroom with blue walls",bedroom,12,elegant dark wood floor brown floor and wallpaper bedroom with blue walls,"[1, 1191, 964, 4154, 1440, 489, 1440, 137, 4046, 337, 4147, 406, 4048, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bathroom/bathroom_03701.jpg,"Primary bathroom, freestanding tub, chandelier, double sided shower, master porcelain tile porcelain tile and double-sink bathroom with a two-piece toilet, white walls and a built-in vanity",bathroom,26,primary bathroom freestanding tub chandelier double sided shower master porcelain tile porcelain tile and double sink bathroom with a two piece toilet white walls and a built in vanity,"[1, 2901, 310, 1498, 3884, 637, 1095, 3370, 3360, 2324, 2856, 3782, 2856, 3782, 137, 1095, 3386, 310, 4147, 7, 3902, 2793, 3802, 4120, 4048, 137, 7, 506, 1858, 3972, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bedroom/bedroom_02531.jpg,"Move Media, Pensacola master concrete floor and gray floor bedroom with gray walls",bedroom,13,move media pensacola master concrete floor and gray floor bedroom with gray walls,"[1, 2471, 2363, 3, 2324, 799, 1440, 137, 1629, 1440, 337, 4147, 1629, 4048, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/home-office/home-office_01061.jpg,Blake Woolwine medium tone wood floor study room with blue walls,home-office,11,blake woolwine medium tone wood floor study room with blue walls,"[1, 393, 4160, 2365, 3809, 4154, 1440, 3607, 3160, 4147, 406, 4048, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/pool/poolroom_01619.jpg,ryansmithbuilders.com chadchenierphotography.com backyard stone and custom-shaped hot tub design,pool,9,ryansmithbuilders com chadchenierphotography com backyard stone and custom shaped hot tub design,"[1, 3, 761, 3, 761, 265, 3571, 137, 942, 3318, 1809, 3884, 1012, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/living-room/living-room_00220.jpg,"1960s open concept medium tone wood floor and brown floor living room with white walls, a standard fireplace and a wall-mounted tv",living-room,22,s open concept medium tone wood floor and brown floor living room with white walls a standard fireplace and a wall mounted tv,"[1, 3188, 2609, 798, 2365, 3809, 4154, 1440, 137, 489, 1440, 2204, 3160, 4147, 4120, 4048, 7, 3531, 1407, 137, 7, 4044, 2468, 3898, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bathroom/bathroom_01332.jpg,"Weathered wood panels and barn-style additions, make this master bathroom's appearance simulate an old western outhouse. Produced By: PrecisionCraft Log & Timber Homes Photo Cred: Heidi Long, Longview Studios",bathroom,29,weathered wood panels and barn style additions make this master bathroom's appearance simulate an old western outhouse produced by precisioncraft log timber homes photo cred heidi long longview studios,"[1, 4081, 4154, 2703, 137, 286, 3610, 53, 2281, 3759, 2324, 311, 172, 3, 133, 2597, 4105, 3, 2911, 527, 2883, 2221, 3788, 1797, 2779, 3, 1733, 2222, 3, 3605, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/pool/poolroom_01527.jpg,backyard l-shaped pool fountain design,pool,5,backyard l shaped pool fountain design,"[1, 265, 2065, 3318, 2848, 1482, 1012, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/kitchen/kitchen_03616.jpg,"single-wall light wood floor kitchen with an undermount sink, flat-panel cabinets, black cabinets, solid surface countertops, black appliances and an island",kitchen,21,single wall light wood floor kitchen with an undermount sink flat panel cabinets black cabinets solid surface countertops black appliances and an island,"[1, 3385, 4044, 2167, 4154, 1440, 2042, 4147, 133, 3912, 3386, 1429, 2699, 536, 389, 536, 3448, 3650, 873, 389, 174, 137, 133, 1938, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/kitchen/kitchen_01620.jpg,"Kitchen renovation, creating a open feel, pantry, office, and a better transition to back yard!,. Hero Tile, Masterworks custom cabinets.",kitchen,20,kitchen renovation creating a open feel pantry office and a better transition to back yard hero tile masterworks custom cabinets,"[1, 2042, 3078, 905, 7, 2609, 1367, 2705, 2589, 137, 7, 370, 3852, 3797, 258, 4183, 3, 3782, 3, 942, 536, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/living-room/living-room_00512.jpg,"medium tone wood floor and brown floor living room with white walls, a standard fireplace and a stone fireplace",living-room,19,medium tone wood floor and brown floor living room with white walls a standard fireplace and a stone fireplace,"[1, 2365, 3809, 4154, 1440, 137, 489, 1440, 2204, 3160, 4147, 4120, 4048, 7, 3531, 1407, 137, 7, 3571, 1407, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/pool/poolroom_01070.jpg,"Pic of Existing Pool, ""After Pic"" pool",pool,7,pic of existing pool after pic pool,"[1, 3, 2583, 1304, 2848, 70, 3, 2848, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/living-room/living-room_01817.jpg,"open concept travertine floor living room with white walls, a two-sided fireplace, no tv and a music area",living-room,18,open concept travertine floor living room with white walls a two sided fireplace no tv and a music area,"[1, 2609, 798, 3858, 1440, 2204, 3160, 4147, 4120, 4048, 7, 3902, 3370, 1407, 2550, 3898, 137, 7, 2489, 198, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bathroom/bathroom_00438.jpg,"brown floor and double-sink bathroom with shaker cabinets, white cabinets, gray walls, an undermount sink, a hinged shower door and white countertops",bathroom,22,brown floor and double sink bathroom with shaker cabinets white cabinets gray walls an undermount sink a hinged shower door and white countertops,"[1, 489, 1440, 137, 1095, 3386, 310, 4147, 3312, 536, 4120, 536, 1629, 4048, 133, 3912, 3386, 7, 1775, 3360, 1091, 137, 4120, 873, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/pool/poolroom_02942.jpg,backyard stone and rectangular aboveground pool,pool,6,backyard stone and rectangular aboveground pool,"[1, 265, 3571, 137, 3020, 13, 2848, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bathroom/bathroom_01078.jpg,"white tile and ceramic tile gray floor, single-sink and porcelain tile doorless shower photo with blue walls, flat-panel cabinets, light wood cabinets, a wall-mount toilet, an undermount sink, quartz countertops, a hinged shower door, white countertops and a freestanding vanity",bathroom,40,white tile and ceramic tile gray floor single sink and porcelain tile doorless shower photo with blue walls flat panel cabinets light wood cabinets a wall mount toilet an undermount sink quartz countertops a hinged shower door white countertops and a freestanding vanity,"[1, 4120, 3782, 137, 626, 3782, 1629, 1440, 3385, 3386, 137, 2856, 3782, 1092, 3360, 2779, 4147, 406, 4048, 1429, 2699, 536, 2167, 4154, 536, 7, 4044, 2465, 3802, 133, 3912, 3386, 2955, 873, 7, 1775, 3360, 1091, 4120, 2]"
images/pool/poolroom_02771.jpg,indoor tile and rectangular lap pool house photo,pool,8,indoor tile and rectangular lap pool house photo,"[1, 1879, 3782, 137, 3020, 2095, 2848, 1811, 2779, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/living-room/living-room_00385.jpg,"meets in this serene open concept living room. White oak flooring, natural linen sofas, and camel leather and a perfect blend for this design. The open concept design offers the ultimate entertaining space with nanawalls that open up to the backyard patio. The double height ceiling called for a dramatic statement with the custom built trellis and oversized rattan pendants.",living-room,60,meets in this serene open concept living room white oak flooring natural linen sofas and camel leather and a perfect blend for this design the open concept design offers the ultimate entertaining space with nanawalls that open up to the backyard patio the double height ceiling called for a dramatic statement with the custom built trellis and oversized rattan pendants,"[1, 2368, 1858, 3759, 3291, 2609, 798, 2204, 3160, 4120, 2576, 1441, 2506, 2185, 3438, 137, 554, 2129, 137, 7, 2756, 397, 1467, 3759, 1012, 3738, 2609, 798, 1012, 2588, 3738, 3908, 1250, 3473, 4147, 3, 3736, 2609, 3932, 2]"
images/living-room/living-room_01636.jpg,"open concept medium tone wood floor and vaulted ceiling living room with white walls, a standard fireplace and a brick fireplace",living-room,21,open concept medium tone wood floor and vaulted ceiling living room with white walls a standard fireplace and a brick fireplace,"[1, 2609, 798, 2365, 3809, 4154, 1440, 137, 3981, 615, 2204, 3160, 4147, 4120, 4048, 7, 3531, 1407, 137, 7, 465, 1407, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bathroom/bathroom_03275.jpg,"elegant master light wood floor and beige floor bathroom with recessed-panel cabinets, beige cabinets, beige walls, an undermount sink, marble countertops, a hinged shower door and beige countertops",bathroom,28,elegant master light wood floor and beige floor bathroom with recessed panel cabinets beige cabinets beige walls an undermount sink marble countertops a hinged shower door and beige countertops,"[1, 1191, 2324, 2167, 4154, 1440, 137, 345, 1440, 310, 4147, 3011, 2699, 536, 345, 536, 345, 4048, 133, 3912, 3386, 2303, 873, 7, 1775, 3360, 1091, 137, 345, 873, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/living-room/living-room_03493.jpg,Inc formal and enclosed dark wood floor living room with beige walls and no tv,living-room,15,inc formal and enclosed dark wood floor living room with beige walls and no tv,"[1, 1859, 1471, 137, 1226, 964, 4154, 1440, 2204, 3160, 4147, 345, 4048, 137, 2550, 3898, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bathroom/bathroom_02884.jpg,master gray tile and stone tile porcelain tile bathroom with black walls,bathroom,12,master gray tile and stone tile porcelain tile bathroom with black walls,"[1, 2324, 1629, 3782, 137, 3571, 3782, 2856, 3782, 310, 4147, 389, 4048, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/home-office/home-office_03390.jpg,A new bench seat and desk area bring function into this teens bedroom. Storage was incorporated in the bench along with an open space for display. A variety of fabrics were grouped together to create a seamless tackable panel behind the computer for photos and memorabilia. Photo Credit: Miro Dvorscak,home-office,50,a new bench seat and desk area bring function into this teens bedroom storage was incorporated in the bench along with an open space for display a variety of fabrics were grouped together to create a seamless tackable panel behind the computer for photos and memorabilia photo credit miro dvorscak,"[1, 7, 2532, 354, 3256, 137, 1021, 198, 476, 1515, 1927, 3759, 3, 337, 3578, 4058, 1867, 1858, 3738, 354, 109, 4147, 133, 2609, 3473, 1467, 1061, 7, 3977, 2583, 1333, 4101, 3, 3801, 3797, 902, 7, 3249, 3, 2]"
images/bathroom/bathroom_02669.jpg,"Phtography by Peter Rymwid elegant master beige tile and stone tile travertine floor corner shower photo with recessed-panel cabinets, white cabinets, beige walls, an undermount sink, quartz countertops and a hinged shower door",bathroom,33,phtography by peter rymwid elegant master beige tile and stone tile travertine floor corner shower photo with recessed panel cabinets white cabinets beige walls an undermount sink quartz countertops and a hinged shower door,"[1, 3, 527, 2771, 3187, 1191, 2324, 345, 3782, 137, 3571, 3782, 3858, 1440, 858, 3360, 2779, 4147, 3011, 2699, 536, 4120, 536, 345, 4048, 133, 3912, 3386, 2955, 873, 137, 7, 1775, 3360, 1091, 2, 0, 0, 0, 0]"
images/living-room/living-room_01582.jpg,"1950s open concept light wood floor and beige floor living room with white walls, a standard fireplace, a brick fireplace and no tv",living-room,23,s open concept light wood floor and beige floor living room with white walls a standard fireplace a brick fireplace and no tv,"[1, 3188, 2609, 798, 2167, 4154, 1440, 137, 345, 1440, 2204, 3160, 4147, 4120, 4048, 7, 3531, 1407, 7, 465, 1407, 137, 2550, 3898, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bathroom/bathroom_02064.jpg,"Claw-foot bathtub - master black and white tile and white tile mosaic tile floor and multicolored floor claw-foot bathtub idea with white cabinets, gray walls, a one-piece toilet, a vessel sink, marble countertops and recessed-panel cabinets",bathroom,36,claw foot bathtub master black and white tile and white tile mosaic tile floor and multicolored floor claw foot bathtub idea with white cabinets gray walls a one piece toilet a vessel sink marble countertops and recessed panel cabinets,"[1, 702, 1465, 314, 2324, 389, 137, 4120, 3782, 137, 4120, 3782, 2457, 3782, 1440, 137, 2484, 1440, 702, 1465, 314, 1833, 4147, 4120, 536, 1629, 4048, 7, 2603, 2793, 3802, 7, 4000, 3386, 2303, 873, 137, 3011, 2699, 2]"
images/pool/poolroom_01394.jpg,"Located and completed in 2015, this residence underwent a complete garden renovation which included new walkway approach, bluestone walkways, steps, decorative urns, custom lattice screen panels, gates, outdoor kitchen and extensive landscaping.",pool,32,located and completed in this residence underwent a complete garden renovation which included new walkway approach bluestone walkways steps decorative urns custom lattice screen panels gates outdoor kitchen and extensive landscaping,"[1, 2214, 137, 788, 1858, 3759, 3090, 3915, 7, 787, 1535, 3078, 4116, 1863, 2532, 4042, 178, 408, 4043, 3563, 988, 3, 942, 2103, 3241, 2703, 3, 2648, 2042, 137, 1321, 2087, 2, 0, 0, 0, 0, 0, 0, 0]"
images/home-office/home-office_01980.jpg,The rich leather furniture and time worn credenza blend beautifully with the Global Gem Collection Hickory Cockle vinyl plank we installed. vinyl floor and brown floor home studio photo,home-office,29,the rich leather furniture and time worn credenza blend beautifully with the global gem collection hickory cockle vinyl plank we installed vinyl floor and brown floor home studio photo,"[1, 3738, 3122, 2129, 1523, 137, 3790, 4169, 910, 397, 329, 4147, 3738, 1586, 1551, 745, 1758, 3, 4016, 2815, 4078, 1909, 4016, 1440, 137, 489, 1440, 1792, 3603, 2779, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/living-room/living-room_00802.jpg,"Exclusive DAGR Design Media Wall design open concept with clean lines, horizontal fireplace, wood and stone add texture while lighting creates ambiance.",living-room,22,exclusive dagr design media wall design open concept with clean lines horizontal fireplace wood and stone add texture while lighting creates ambiance,"[1, 1299, 952, 1012, 2363, 4044, 1012, 2609, 798, 4147, 704, 2188, 1806, 1407, 4154, 137, 3571, 48, 3729, 4117, 2170, 904, 121, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bathroom/bathroom_02529.jpg,"This, feminine bathroom was rebuilt after flood damage to feel soft, bright, and calming. A light white tile palette, warm champagne bronze accents, and clean-lined cabinetry create a serene retreat designed for everyday comfort.",bathroom,34,this feminine bathroom was rebuilt after flood damage to feel soft bright and calming a light white tile palette warm champagne bronze accents and clean lined cabinetry create a serene retreat designed for everyday comfort,"[1, 3759, 1372, 310, 4058, 3, 70, 1437, 3, 3797, 1367, 3440, 469, 137, 550, 7, 2167, 4120, 3782, 2693, 4054, 636, 484, 23, 137, 704, 2184, 535, 902, 7, 3291, 3108, 1013, 1467, 1292, 771, 2, 0, 0, 0]"
images/pool/poolroom_00202.jpg,backyard stone and rectangular infinity hot tub design,pool,8,backyard stone and rectangular infinity hot tub design,"[1, 265, 3571, 137, 3020, 1885, 1809, 3884, 1012, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/pool/poolroom_00231.jpg,cottage backyard stone and rectangular lap pool house remodel,pool,9,cottage backyard stone and rectangular lap pool house remodel,"[1, 864, 265, 3571, 137, 3020, 2095, 2848, 1811, 3063, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bathroom/bathroom_03057.jpg,"and ideally positioned on a sprawling corner lot set high above the street, discover this designer dream home by Jessica Koltun. The blend of architecture and finishes evokes feelings of warmth while understated elegance remains constant throughout this Midway Hollow masterpiece unlike no other. This extraordinary home is at the pinnacle of prestige and lifestyle with a convenient address to all that Dallas has to offer.",bathroom,66,and ideally positioned on a sprawling corner lot set high above the street discover this designer dream home by jessica koltun the blend of architecture and finishes evokes feelings of warmth while understated elegance remains constant throughout this midway hollow masterpiece unlike no other this extraordinary home is at the pinnacle of prestige and lifestyle with a convenient address to all that dallas has to offer,"[1, 137, 3, 2863, 2601, 7, 3, 858, 2232, 3300, 1762, 12, 3738, 3592, 1058, 3759, 1014, 1118, 1792, 527, 1979, 2056, 3738, 397, 2583, 192, 137, 1397, 1295, 3, 2583, 4056, 4117, 3914, 1190, 3060, 3, 3773, 3759, 2]"
images/bathroom/bathroom_03877.jpg,"master green tile and ceramic tile porcelain tile, brown floor and single-sink bathroom with shaker cabinets, green cabinets, a bidet, white walls, an undermount sink, quartz countertops, white countertops, a niche and a built-in vanity",bathroom,35,master green tile and ceramic tile porcelain tile brown floor and single sink bathroom with shaker cabinets green cabinets a bidet white walls an undermount sink quartz countertops white countertops a niche and a built in vanity,"[1, 2324, 1634, 3782, 137, 626, 3782, 2856, 3782, 489, 1440, 137, 3385, 3386, 310, 4147, 3312, 536, 1634, 536, 7, 377, 4120, 4048, 133, 3912, 3386, 2955, 873, 4120, 873, 7, 2539, 137, 7, 506, 1858, 3972, 2, 0]"
images/bathroom/bathroom_00782.jpg,"Relaxing white and gray master bathroom with marble tiles and built-in storage shower - master gray tile and mosaic tile marble floor and gray floor alcove shower idea with recessed-panel cabinets, gray cabinets, a one-piece toilet, gray walls, an undermount sink, quartzite countertops, a hinged shower door and white countertops",bathroom,50,relaxing white and gray master bathroom with marble tiles and built in storage shower master gray tile and mosaic tile marble floor and gray floor alcove shower idea with recessed panel cabinets gray cabinets a one piece toilet gray walls an undermount sink quartzite countertops a hinged shower door and white countertops,"[1, 3056, 4120, 137, 1629, 2324, 310, 4147, 2303, 3784, 137, 506, 1858, 3578, 3360, 2324, 1629, 3782, 137, 2457, 3782, 2303, 1440, 137, 1629, 1440, 88, 3360, 1833, 4147, 3011, 2699, 536, 1629, 536, 7, 2603, 2793, 3802, 2]"
images/living-room/living-room_01008.jpg,"formal brown floor living room with white walls, a standard fireplace and a tv stand",living-room,15,formal brown floor living room with white walls a standard fireplace and a tv stand,"[1, 1471, 489, 1440, 2204, 3160, 4147, 4120, 4048, 7, 3531, 1407, 137, 7, 3898, 3530, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/kitchen/kitchen_01559.jpg,"Fabulous Kitchen w/ all Custom Cabinets, Trash pullout, panel dishwasher Memorial Houston elegant travertine floor and beige floor kitchen with a sink, recessed-panel cabinets, beige cabinets, marble countertops, white backsplash, marble backsplash, paneled appliances, an island and white countertops",kitchen,39,fabulous kitchen w all custom cabinets trash pullout panel dishwasher memorial houston elegant travertine floor and beige floor kitchen with a sink recessed panel cabinets beige cabinets marble countertops white backsplash marble backsplash paneled appliances an island and white countertops,"[1, 1334, 2042, 4032, 97, 942, 536, 3855, 2939, 2699, 1060, 3, 1814, 1191, 3858, 1440, 137, 345, 1440, 2042, 4147, 7, 3386, 3011, 2699, 536, 345, 536, 2303, 873, 4120, 263, 2303, 263, 2700, 174, 133, 1938, 137, 2]"
images/pool/poolroom_03094.jpg,This waterfall is designed to fit around a pool seat but can be adapted to fit a radius or other application. backyard pool fountain design,pool,25,this waterfall is designed to fit around a pool seat but can be adapted to fit a radius or other application backyard pool fountain design,"[1, 3759, 4065, 1937, 1013, 3797, 1413, 204, 7, 2848, 3256, 518, 557, 318, 47, 3797, 1413, 7, 2971, 2621, 2638, 175, 265, 2848, 1482, 1012, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/pool/poolroom_00841.jpg,Side by side pool and spa in a thin and narrow back yard. backyard concrete paver and custom-shaped pool,pool,19,side by side pool and spa in a thin and narrow back yard backyard concrete paver and custom shaped pool,"[1, 3369, 527, 3369, 2848, 137, 3472, 1858, 7, 3754, 137, 2499, 258, 4183, 265, 799, 2730, 137, 942, 3318, 2848, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/pool/poolroom_02314.jpg,corner lots present unique opportunities. This one has a side yard protected by a stucco landscape wall. Layers of space can be seen from tons of rooms.,pool,27,corner lots present unique opportunities this one has a side yard protected by a stucco landscape wall layers of space can be seen from tons of rooms,"[1, 858, 2233, 2890, 3920, 2614, 3759, 2603, 1712, 7, 3369, 4183, 3, 527, 7, 3602, 2086, 4044, 2118, 2583, 3473, 557, 318, 3273, 1506, 3813, 2583, 3162, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/kitchen/kitchen_02045.jpg,"Architect: Anders Lasater Architects l-shaped light wood floor, beige floor, shiplap ceiling and vaulted ceiling eat-in kitchen with a sink, shaker cabinets, white cabinets, white backsplash, paneled appliances, an island, white countertops and shiplap backsplash",kitchen,35,architect anders lasater architects l shaped light wood floor beige floor shiplap ceiling and vaulted ceiling eat in kitchen with a sink shaker cabinets white cabinets white backsplash paneled appliances an island white countertops and shiplap backsplash,"[1, 189, 3, 3, 190, 2065, 3318, 2167, 4154, 1440, 345, 1440, 3348, 615, 137, 3981, 615, 1163, 1858, 2042, 4147, 7, 3386, 3312, 536, 4120, 536, 4120, 263, 2700, 174, 133, 1938, 4120, 873, 137, 3348, 263, 2, 0]"
images/pool/poolroom_02970.jpg,backyard stone and kidney-shaped hot tub remodel,pool,7,backyard stone and kidney shaped hot tub remodel,"[1, 265, 3571, 137, 2033, 3318, 1809, 3884, 3063, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/home-office/home-office_02771.jpg,Todd Wright freestanding desk medium tone wood floor home office with beige walls,home-office,13,todd wright freestanding desk medium tone wood floor home office with beige walls,"[1, 3799, 4178, 1498, 1021, 2365, 3809, 4154, 1440, 1792, 2589, 4147, 345, 4048, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/pool/poolroom_03676.jpg,Upscale landscape design for a vacation rental property with new pool build including integrated spa. Built-in fire pit at one end with custom wood cabana structure at the other. Integral desert landscaping throughout the patio space.,pool,36,upscale landscape design for a vacation rental property with new pool build including integrated spa built in fire pit at one end with custom wood cabana structure at the other integral desert landscaping throughout the patio space,"[1, 3943, 2086, 1012, 1467, 7, 3963, 3080, 2925, 4147, 2532, 2848, 501, 1865, 1915, 3472, 506, 1858, 1401, 2806, 230, 2603, 1228, 4147, 942, 4154, 530, 3600, 230, 3738, 2638, 1913, 1011, 2087, 3773, 3738, 2722, 3473, 2, 0]"
images/kitchen/kitchen_02470.jpg,"Kitchen pantry - porcelain tile kitchen pantry idea with recessed-panel cabinets, gray cabinets and gray backsplash",kitchen,16,kitchen pantry porcelain tile kitchen pantry idea with recessed panel cabinets gray cabinets and gray backsplash,"[1, 2042, 2705, 2856, 3782, 2042, 2705, 1833, 4147, 3011, 2699, 536, 1629, 536, 137, 1629, 263, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/living-room/living-room_01390.jpg,SNAP living room with beige walls and a standard fireplace,living-room,10,snap living room with beige walls and a standard fireplace,"[1, 3, 2204, 3160, 4147, 345, 4048, 137, 7, 3531, 1407, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bathroom/bathroom_03044.jpg,"3/4 white tile and porcelain tile porcelain tile and white floor alcove shower photo with flat-panel cabinets, dark wood cabinets, a one-piece toilet, gray walls, a vessel sink, quartz countertops, a hinged shower door and white countertops",bathroom,37,white tile and porcelain tile porcelain tile and white floor alcove shower photo with flat panel cabinets dark wood cabinets a one piece toilet gray walls a vessel sink quartz countertops a hinged shower door and white countertops,"[1, 4120, 3782, 137, 2856, 3782, 2856, 3782, 137, 4120, 1440, 88, 3360, 2779, 4147, 1429, 2699, 536, 964, 4154, 536, 7, 2603, 2793, 3802, 1629, 4048, 7, 4000, 3386, 2955, 873, 7, 1775, 3360, 1091, 137, 4120, 873, 2]"
images/pool/poolroom_00586.jpg,courtyard stone and custom-shaped lap pool house design,pool,8,courtyard stone and custom shaped lap pool house design,"[1, 881, 3571, 137, 942, 3318, 2095, 2848, 1811, 1012, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
images/bedroom/bedroom_01802.jpg,danish guest carpeted and gray floor bedroom with white walls and no fireplace,bedroom,13,danish guest carpeted and gray floor bedroom with white walls and no fireplace,"[1, 962, 1656, 585, 137, 1629, 1440, 337, 4147, 4120, 4048, 137, 2550, 1407, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
